Dấu thời gian,Bạn bao nhiêu tuổi?,Hiện tại bạn đang cư trú ở đâu?,Bạn đã sử dụng sữa rửa mặt bao giờ chưa?,Nguyên nhân bạn chưa sử dụng sữa rửa mặt là gì?,Giới tính của bạn là?,1. Bạn sử dụng sữa rửa mặt với mục đích gì?,2. Da của bạn thuộc loại da gì?,3. Bạn thường sử dụng sữa rửa mặt bao nhiêu lần một ngày?,4. Bạn sử dụng sữa rửa mặt khi nào?,5. Bạn thường mua sữa rửa mặt ở đâu?,6. Bạn tiếp cận thông tin về sữa rửa mặt qua đâu?,7. Bạn đang sử dụng sữa rửa mặt chiết xuất từ đâu?,8. Dạng sữa rửa mặt bạn đang sử dụng là gì?,9. Bạn có thích sữa rửa mặt có mùi hương không?,9.1. Bạn yêu thích sữa rửa mặt có hương liệu trái cây nào nhất?,9.2. Bạn yêu thích sửa rửa mặt có hương liệu rau củ nào nhất?,9.3. Bạn yêu thích sửa rửa mặt có hương liệu hoa cỏ nào nhất?,10. Bạn thường mua sản phẩm với dung tích bao nhiêu?,11. Số lượng sản phẩm mua trong một lần của bạn,12. Bạn chấp nhận chi bao nhiêu cho 1 sản phẩm sữa rửa mặt với dung tích 150 ml?,13. Yếu tố quan trọng nhất ảnh hưởng đến việc lựa chọn loại sữa rửa mặt của bạn? ,14. Bạn thường lựa chọn sử dụng sữa rửa mặt thông qua đâu nhất?,15. Bạn hay sử dụng sữa rửa mặt của nước nào? ,16. Bạn thường mua sữa rửa mặt qua kênh online nào?,17. Bạn thường mua sữa rửa mặt qua kênh offline nào?,18. Bạn quan tâm nhất đến những yếu tố nào của nơi bán trực tiếp khi mua sữa rửa mặt? ,19. Bạn quan tâm nhất đến những yếu tố nào của nơi bán online khi mua sữa rửa mặt?,20. Bạn lo ngại điều gì khi sử dụng sữa rửa mặt? ,"21. Đánh giá MỨC ĐỘ ẢNH HƯỞNG của các yếu tố sau đến quyết định mua hàng của bạn
b, 2: Không ảnh hưởng, 3: Hơi không ảnh hưởng, 4: Bình thường, 5: Hơi ảnh hưởng, 6: Ảnh hưởng, 7: Rất ảnh hưởng [Chất lượng]","21. Đánh giá MỨC ĐỘ ẢNH HƯỞNG của các yếu tố sau đến quyết định mua hàng của bạn
Thang đo: 1: Rất không ảnh hưởng, 2: Không ảnh hưởng, 3: Hơi không ảnh hưởng, 4: Bình thường, 5: Hơi ảnh hưởng, 6: Ảnh hưởng, 7: Rất ảnh hưởng [Thương hiệu]","21. Đánh giá MỨC ĐỘ ẢNH HƯỞNG của các yếu tố sau đến quyết định mua hàng của bạn
Thang đo: 1: Rất không ảnh hưởng, 2: Không ảnh hưởng, 3: Hơi không ảnh hưởng, 4: Bình thường, 5: Hơi ảnh hưởng, 6: Ảnh hưởng, 7: Rất ảnh hưởng [Giá cả]","21. Đánh giá MỨC ĐỘ ẢNH HƯỞNG của các yếu tố sau đến quyết định mua hàng của bạn
Thang đo: 1: Rất không ảnh hưởng, 2: Không ảnh hưởng, 3: Hơi không ảnh hưởng, 4: Bình thường, 5: Hơi ảnh hưởng, 6: Ảnh hưởng, 7: Rất ảnh hưởng [Mẫu mã]","21. Đánh giá MỨC ĐỘ ẢNH HƯỞNG của các yếu tố sau đến quyết định mua hàng của bạn
Thang đo: 1: Rất không ảnh hưởng, 2: Không ảnh hưởng, 3: Hơi không ảnh hưởng, 4: Bình thường, 5: Hơi ảnh hưởng, 6: Ảnh hưởng, 7: Rất ảnh hưởng [Xuất xứ]","21. Đánh giá MỨC ĐỘ ẢNH HƯỞNG của các yếu tố sau đến quyết định mua hàng của bạn
Thang đo: 1: Rất không ảnh hưởng, 2: Không ảnh hưởng, 3: Hơi không ảnh hưởng, 4: Bình thường, 5: Hơi ảnh hưởng, 6: Ảnh hưởng, 7: Rất ảnh hưởng [Thành phần]","21. Đánh giá MỨC ĐỘ ẢNH HƯỞNG của các yếu tố sau đến quyết định mua hàng của bạn
Thang đo: 1: Rất không ảnh hưởng, 2: Không ảnh hưởng, 3: Hơi không ảnh hưởng, 4: Bình thường, 5: Hơi ảnh hưởng, 6: Ảnh hưởng, 7: Rất ảnh hưởng [Mùi hương]","22. Nếu chúng tôi ra mắt một sản phẩm sữa rửa mặt mới, bạn có sẵn sàng dùng thử hay không?",23. Bạn mong muốn điều gì nhất ở một sản phẩm sữa rửa mặt mới? 
07/02/2023 10:43:46,Từ 18 - 25 tuổi,TP.HCM,Đã từng,,Nữ,"Loại bỏ bụi bẩn; dầu thừa; tế bào chết;...",Da hỗn hợp,2 lần/ngày,"Sau khi thức dậy, Trước khi đi ngủ","Các sàn thương mại điện tử, Website của hãng, Cửa hàng của hãng","Truyền thông; quảng cáo, Tự tìm hiểu, Bạn bè",Chiết xuất từ các hoạt chất hóa học,Dạng gel,Không,,,,Trên 300 ml - 500 ml,Từ 1-2 sản phẩm/1 lần mua,Từ 100.000 vnđ - 200.000 vnđ/150 ml,Thành phần,"Review từ KOL, beauty blogger, người nổi tiếng","Canada, Úc, Anh","Website của hãng, Sàn thương mại điện tử, Các trang mạng xã hội","Cửa hàng chính hãng, Siêu thị, Các cửa hàng mỹ phẩm",Uy tín của cửa hàng,"Nguồn thông tin minh bạch (giấy phép kinh doanh, xuất xứ sản phẩm,...)","Sản phẩm không có nguồn gốc rõ ràng, Tác dụng phụ; gây kích ứng; bong tróc da",7.0,6.0,5.0,6.0,5.0,6.0,3.0,Chưa biết,Sản phẩm chuyên sâu với hiệu quả cao
07/02/2023 10:45:43,Từ 18 - 25 tuổi,TP.HCM,Đã từng,,Nữ,"Loại bỏ bụi bẩn; dầu thừa; tế bào chết;..., Giúp loại bỏ lớp trang điểm, Ngăn ngừa các bệnh về da như: mụn; viêm lỗ chân lông;...",Da dầu,2 lần/ngày,"Sau khi thức dậy, Trước khi đi ngủ","Các sàn thương mại điện tử, Các cửa hàng mỹ phẩm, Siêu thị; trung tâm thương mại","Truyền thông; quảng cáo, Tư vấn từ bác sĩ, Tự tìm hiểu",Chiết xuất từ các hoạt chất hóa học,Dạng gel,Có,Cam,"Thảo mộc, Nha đam","Trà xanh, Hoa cúc",50 ml - 150 ml,Từ 1-2 sản phẩm/1 lần mua,Từ 100.000 vnđ - 200.000 vnđ/150 ml,Thành phần,"Review từ các trang web, blog,... về làm đẹp","Mỹ, Hàn Quốc, Pháp","Website của hãng, Sàn thương mại điện tử, Các trang mạng xã hội","Cửa hàng chính hãng, Các cửa hàng mỹ phẩm","Nguồn thông tin minh bạch (giấy phép kinh doanh, xuất xứ sản phẩm,...)","Nguồn thông tin minh bạch (giấy phép kinh doanh, xuất xứ sản phẩm,...)","Hàng giả; hàng nhái, Tác dụng phụ; gây kích ứng; bong tróc da",7.0,5.0,6.0,4.0,6.0,7.0,1.0,Chưa biết,Sản phẩm lành tính với nhiều loại da
07/02/2023 11:28:19,Từ 18 - 25 tuổi,TP.HCM,Đã từng,,Nữ,"Cấp ẩm; cân bằng độ pH, Loại bỏ bụi bẩn; dầu thừa; tế bào chết;..., Giúp loại bỏ lớp trang điểm",Da dầu,2 lần/ngày,"Sau khi thức dậy, Trước khi đi ngủ",Các sàn thương mại điện tử,"Truyền thông; quảng cáo, Tư vấn từ bác sĩ",Chiết xuất từ thiên nhiên,Dạng bọt,Có,Đào,Rau má,Trà xanh,Trên 150 ml - 300 ml,Từ 1-2 sản phẩm/1 lần mua,Từ 100.000 vnđ - 200.000 vnđ/150 ml,Thành phần,"Review từ KOL, beauty blogger, người nổi tiếng",Hàn Quốc,Sàn thương mại điện tử,Các cửa hàng mỹ phẩm,"Nguồn thông tin minh bạch (giấy phép kinh doanh, xuất xứ sản phẩm,...)","Nguồn thông tin minh bạch (giấy phép kinh doanh, xuất xứ sản phẩm,...)","Hàng giả; hàng nhái",4.0,4.0,3.0,3.0,4.0,4.0,2.0,Có,Sản phẩm lành tính với nhiều loại da
07/02/2023 11:48:33,Từ 18 - 25 tuổi,TP.HCM,Đã từng,,Nữ,"Loại bỏ bụi bẩn; dầu thừa; tế bào chết;..., Giúp loại bỏ lớp trang điểm, Ngăn ngừa các bệnh về da như: mụn; viêm lỗ chân lông;...",Da hỗn hợp,1 lần/ngày,Trước khi đi ngủ,Các sàn thương mại điện tử,"Truyền thông; quảng cáo, Bạn bè",Chiết xuất từ các hoạt chất hóa học,Dạng gel,Có,"Táo, Đào, Cam","Thảo mộc, Nha đam","Anh đào, Trà xanh",50 ml - 150 ml,Từ 1-2 sản phẩm/1 lần mua,Từ 100.000 vnđ - 200.000 vnđ/150 ml,Thành phần,"Review từ KOL, beauty blogger, người nổi tiếng",Hàn Quốc,Sàn thương mại điện tử,Cửa hàng chính hãng,Uy tín của cửa hàng,"Nguồn thông tin minh bạch (giấy phép kinh doanh, xuất xứ sản phẩm,...)","Hàng giả; hàng nhái, Tác dụng phụ; gây kích ứng; bong tróc da",5.0,5.0,5.0,3.0,5.0,5.0,3.0,Có,Sản phẩm chuyên sâu với hiệu quả cao
07/02/2023 13:00:17,Từ 18 - 25 tuổi,TP.HCM,Đã từng,,Nữ,"Cấp ẩm; cân bằng độ pH, Hỗ trợ da hấp thu dưỡng chất cho những bước dưỡng sau, Loại bỏ bụi bẩn; dầu thừa; tế bào chết;...",Da hỗn hợp,2 lần/ngày,"Sau khi thức dậy, Trước khi đi ngủ","Cửa hàng của hãng, Các cửa hàng mỹ phẩm","Tư vấn từ bác sĩ, Chuyên viên, Gia đình; người thân",Chiết xuất từ thiên nhiên,Dạng sữa,Có,Khoing hương liệu,Không hương liệu,Không hươnv liệu,Trên 150 ml - 300 ml,Từ 1-2 sản phẩm/1 lần mua,Từ 100.000 vnđ - 200.000 vnđ/150 ml,"Thể tích, dung tích","Review từ KOL, beauty blogger, người nổi tiếng","Úc, Đức",Website của hãng,Nhà thuốc,Uy tín của cửa hàng,Đánh giá từ những người đã mua,"Hàng giả; hàng nhái, Sản phẩm không có nguồn gốc rõ ràng",3.0,4.0,3.0,2.0,3.0,3.0,1.0,Có,Sản phẩm chuyên sâu với hiệu quả cao
07/02/2023 13:01:37,Từ 18 - 25 tuổi,TP.HCM,Đã từng,,Nữ,"Hỗ trợ làm trắng da, Cấp ẩm; cân bằng độ pH, Loại bỏ bụi bẩn; dầu thừa; tế bào chết;...",Da hỗn hợp,1 lần/ngày,"Sau khi thức dậy, Trước khi đi ngủ","Các sàn thương mại điện tử, Các cửa hàng mỹ phẩm","Truyền thông; quảng cáo, Tự tìm hiểu",Chiết xuất từ thiên nhiên,Dạng kem,Có,Táo,Thảo mộc,Hoa hồng,50 ml - 150 ml,Từ 1-2 sản phẩm/1 lần mua,Từ 100.000 vnđ - 200.000 vnđ/150 ml,Xuất xứ,"Review từ KOL, beauty blogger, người nổi tiếng",Hàn Quốc,"Website của hãng, Các trang mạng xã hội","Cửa hàng chính hãng, Siêu thị, Các cửa hàng mỹ phẩm",Uy tín của cửa hàng,Đánh giá từ những người đã mua,"Hàng giả; hàng nhái, Tác dụng phụ; gây kích ứng; bong tróc da",7.0,6.0,6.0,6.0,6.0,7.0,7.0,Chưa biết,Sản phẩm chuyên sâu với hiệu quả cao
07/02/2023 13:28:42,Từ 18 - 25 tuổi,TP.HCM,Đã từng,,Nam,"Loại bỏ bụi bẩn; dầu thừa; tế bào chết;..., Ngăn ngừa các bệnh về da như: mụn; viêm lỗ chân lông;...",Da dầu,1 lần/ngày,"Sau khi thức dậy, Sau khi về nhà","Các sàn thương mại điện tử, Siêu thị; trung tâm thương mại","Gia đình; người thân, Bạn bè",Chiết xuất từ thiên nhiên,Dạng gel,Có,"Việt quất, Đào, Cam","Thảo mộc, Nha đam","Hoa hồng, Anh đào, Trà xanh",Trên 150 ml - 300 ml,Từ 1-2 sản phẩm/1 lần mua,Từ 100.000 vnđ - 200.000 vnđ/150 ml,Bao bì,Review từ người quen,Việt Nam,Sàn thương mại điện tử,"Siêu thị, Nhà thuốc",Giá cả,"Nguồn thông tin minh bạch (giấy phép kinh doanh, xuất xứ sản phẩm,...)","Tác dụng phụ; gây kích ứng; bong tróc da",4.0,4.0,5.0,5.0,5.0,5.0,5.0,Có,Sản phẩm được tích hợp nhiều công dụng
07/02/2023 16:54:49,Từ 18 - 25 tuổi,TP.HCM,Đã từng,,Nữ,"Loại bỏ bụi bẩn; dầu thừa; tế bào chết;..., Giúp loại bỏ lớp trang điểm, Ngăn ngừa các bệnh về da như: mụn; viêm lỗ chân lông;...",Da dầu,2 lần/ngày,"Sau khi thức dậy, Trước khi đi ngủ","Các sàn thương mại điện tử, Các cửa hàng mỹ phẩm","Truyền thông; quảng cáo, Tự tìm hiểu",Chiết xuất từ các hoạt chất hóa học,Dạng gel,Có,Dâu,Cà chua,Trà xanh,Trên 300 ml - 500 ml,Từ 1-2 sản phẩm/1 lần mua,Từ 100.000 vnđ - 200.000 vnđ/150 ml,Thành phần,"Review từ KOL, beauty blogger, người nổi tiếng",Hàn Quốc,Sàn thương mại điện tử,Các cửa hàng mỹ phẩm,"Nguồn thông tin minh bạch (giấy phép kinh doanh, xuất xứ sản phẩm,...)","Nguồn thông tin minh bạch (giấy phép kinh doanh, xuất xứ sản phẩm,...)","Hàng giả; hàng nhái",7.0,6.0,6.0,4.0,4.0,7.0,4.0,Có,Sản phẩm chuyên sâu với hiệu quả cao
07/02/2023 18:48:04,Từ 18 - 25 tuổi,TP.HCM,Đã từng,,Nữ,"Loại bỏ bụi bẩn; dầu thừa; tế bào chết;..., Giúp loại bỏ lớp trang điểm, Ngăn ngừa các bệnh về da như: mụn; viêm lỗ chân lông;...",Da mụn,Hơn 2 lần/ngày,"Sau khi thức dậy, Trước khi ra đường, Trước khi make-up","Hàng xách tay, Cửa hàng của hãng, Các cửa hàng mỹ phẩm","Tư vấn từ bác sĩ, Tự tìm hiểu",Chiết xuất từ các hoạt chất hóa học,Dạng bọt,Có,"Mâm xôi, Cherry, Cam","Thảo mộc, Rau má, Cần tây","Hoa hồng, Trà xanh, Hoa sứ",Trên 300 ml - 500 ml,Từ 3-5 sản phẩm/1 lần mua,Từ 200.000 vnđ - 500.000 vnđ/ 150 ml,Thành phần,"Review từ KOL, beauty blogger, người nổi tiếng",Hàn Quốc,Sàn thương mại điện tử,Tạp hoá,Thái độ nhân viên bán hàng,Đánh giá từ những người đã mua,Sản phẩm không có nguồn gốc rõ ràng,4.0,4.0,3.0,4.0,4.0,4.0,4.0,Không,Sản phẩm lành tính với nhiều loại da
07/02/2023 19:18:33,Từ 18 - 25 tuổi,TP.HCM,Đã từng,,Nữ,"Cấp ẩm; cân bằng độ pH, Loại bỏ bụi bẩn; dầu thừa; tế bào chết;..., Ngăn ngừa các bệnh về da như: mụn; viêm lỗ chân lông;...",Da khô,2 lần/ngày,"Sau khi thức dậy, Trước khi đi ngủ","Các sàn thương mại điện tử, Các cửa hàng mỹ phẩm, Siêu thị; trung tâm thương mại","Truyền thông; quảng cáo, Tự tìm hiểu, Bạn bè",Chiết xuất từ các hoạt chất hóa học,Dạng sữa,Không,,,,Trên 150 ml - 300 ml,Từ 1-2 sản phẩm/1 lần mua,Từ 100.000 vnđ - 200.000 vnđ/150 ml,Thành phần,"Review từ các trang web, blog,... về làm đẹp","Mỹ, Nhật Bản, Hàn Quốc",Sàn thương mại điện tử,Các cửa hàng mỹ phẩm,"Nguồn thông tin minh bạch (giấy phép kinh doanh, xuất xứ sản phẩm,...)",Đánh giá từ những người đã mua,"Hàng giả; hàng nhái, Tác dụng phụ; gây kích ứng; bong tróc da",7.0,6.0,6.0,4.0,7.0,7.0,6.0,Có,Sản phẩm chuyên sâu với hiệu quả cao
07/02/2023 19:20:02,Trên 25 tuổi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
07/02/2023 19:25:36,Từ 18 - 25 tuổi,TP.HCM,Đã từng,,Nữ,"Loại bỏ bụi bẩn; dầu thừa; tế bào chết;..., Giúp loại bỏ lớp trang điểm, Ngăn ngừa các bệnh về da như: mụn; viêm lỗ chân lông;...",Da mụn,2 lần/ngày,"Sau khi thức dậy, Trước khi đi ngủ","Các cửa hàng mỹ phẩm, Nhà thuốc","Truyền thông; quảng cáo, Tư vấn từ bác sĩ, Gia đình; người thân",Chiết xuất từ các hoạt chất hóa học,Dạng gel,Có,Cam,Thảo mộc,Hoa hồng,50 ml - 150 ml,Từ 1-2 sản phẩm/1 lần mua,Từ 100.000 vnđ - 200.000 vnđ/150 ml,Thành phần,Tư vấn từ bác sĩ/chuyên gia về da liễu,"Hàn Quốc, Việt Nam",Website của hãng,"Nhà thuốc, Các cửa hàng mỹ phẩm",Uy tín của cửa hàng,"Nguồn thông tin minh bạch (giấy phép kinh doanh, xuất xứ sản phẩm,...)","Hàng giả; hàng nhái, Tác dụng phụ; gây kích ứng; bong tróc da",7.0,5.0,6.0,4.0,5.0,6.0,4.0,Chưa biết,Sản phẩm lành tính với nhiều loại da
07/02/2023 19:35:24,Từ 18 - 25 tuổi,TP.HCM,Đã từng,,Nữ,"Loại bỏ bụi bẩn; dầu thừa; tế bào chết;..., Giúp loại bỏ lớp trang điểm, Ngăn ngừa các bệnh về da như: mụn; viêm lỗ chân lông;...",Da khô,2 lần/ngày,"Sau khi thức dậy, Trước khi đi ngủ","Cửa hàng của hãng, Các cửa hàng mỹ phẩm","Nhân viên tiếp thị, Gia đình; người thân",Chiết xuất từ thiên nhiên,Dạng gel,Có,"Dâu, Cherry","Dưa leo, Nha đam","Hoa hồng, Trà xanh",50 ml - 150 ml,Từ 1-2 sản phẩm/1 lần mua,Từ 100.000 vnđ - 200.000 vnđ/150 ml,Thành phần,Tư vấn từ bác sĩ/chuyên gia về da liễu,"Hàn Quốc, Việt Nam",Sàn thương mại điện tử,Cửa hàng chính hãng,"Nguồn thông tin minh bạch (giấy phép kinh doanh, xuất xứ sản phẩm,...)",Đánh giá từ những người đã mua,"Sản phẩm không có nguồn gốc rõ ràng, Tác dụng phụ; gây kích ứng; bong tróc da",6.0,6.0,6.0,6.0,6.0,6.0,6.0,Có,Sản phẩm chuyên sâu với hiệu quả cao
07/02/2023 19:46:59,Từ 18 - 25 tuổi,TP.HCM,Đã từng,,Nữ,"Loại bỏ bụi bẩn; dầu thừa; tế bào chết;..., Giúp loại bỏ lớp trang điểm, Ngăn ngừa các bệnh về da như: mụn; viêm lỗ chân lông;...",Da hỗn hợp,2 lần/ngày,"Sau khi thức dậy, Trước khi đi ngủ","Các sàn thương mại điện tử, Các cửa hàng mỹ phẩm, Siêu thị; trung tâm thương mại","Truyền thông; quảng cáo, Tự tìm hiểu",Chiết xuất từ các hoạt chất hóa học,Dạng gel,Không,,,,Trên 150 ml - 300 ml,Từ 1-2 sản phẩm/1 lần mua,Từ 100.000 vnđ - 200.000 vnđ/150 ml,Thành phần,"Review từ các trang web, blog,... về làm đẹp","Nhật Bản, Hàn Quốc, Pháp","Website của hãng, Sàn thương mại điện tử","Cửa hàng chính hãng, Siêu thị, Các cửa hàng mỹ phẩm, Cửa hàng tiện lợi",Uy tín của cửa hàng,Đánh giá từ những người đã mua,"Hàng giả; hàng nhái, Tác dụng phụ; gây kích ứng; bong tróc da",6.0,4.0,5.0,1.0,3.0,7.0,3.0,Chưa biết,Sản phẩm chuyên sâu với hiệu quả cao
07/02/2023 19:47:34,Từ 18 - 25 tuổi,TP.HCM,Đã từng,,Nữ,"Hỗ trợ da hấp thu dưỡng chất cho những bước dưỡng sau, Loại bỏ bụi bẩn; dầu thừa; tế bào chết;..., Giúp loại bỏ lớp trang điểm",Da hỗn hợp,2 lần/ngày,"Sau khi thức dậy, Trước khi đi ngủ",Các sàn thương mại điện tử,"Truyền thông; quảng cáo, Tự tìm hiểu",Chiết xuất từ thiên nhiên,Dạng gel,Có,"Cam, Chanh","Thảo mộc, Nha đam, Rau má",Hoa cúc,Trên 150 ml - 300 ml,Từ 1-2 sản phẩm/1 lần mua,Trên 500.000 vnđ/150 ml,"Thể tích, dung tích","Review từ KOL, beauty blogger, người nổi tiếng",Nhật Bản,Website của hãng,"Nhà thuốc, Các cửa hàng mỹ phẩm",Mật độ cửa hàng,"Nguồn thông tin minh bạch (giấy phép kinh doanh, xuất xứ sản phẩm,...)","Sản phẩm không có nguồn gốc rõ ràng, Tác dụng phụ; gây kích ứng; bong tróc da",4.0,3.0,4.0,3.0,4.0,3.0,3.0,Có,Sản phẩm được tích hợp nhiều công dụng
07/02/2023 19:50:32,Từ 18 - 25 tuổi,TP.HCM,Đã từng,,Nữ,"Ngăn ngừa các bệnh về da như: mụn; viêm lỗ chân lông;...",Da khô,Ít hơn 1 lần/ngày,Trước khi đi ngủ,Cửa hàng của hãng,"Gia đình; người thân",Chiết xuất từ thiên nhiên,Dạng bọt,Có,Dâu,Nha đam,Hoa hồng,50 ml - 150 ml,Từ 1-2 sản phẩm/1 lần mua,Trên 500.000 vnđ/150 ml,"Thể tích, dung tích",Review từ người quen,Việt Nam,Website của hãng,Cửa hàng chính hãng,Uy tín của cửa hàng,"Nguồn thông tin minh bạch (giấy phép kinh doanh, xuất xứ sản phẩm,...)","Hàng giả; hàng nhái, Không có hiệu quả hoặc hiệu quả kém",3.0,3.0,3.0,3.0,3.0,3.0,3.0,Chưa biết,Sản phẩm chuyên sâu với hiệu quả cao
07/02/2023 19:51:22,Từ 18 - 25 tuổi,TP.HCM,Đã từng,,Nữ,"Loại bỏ bụi bẩn; dầu thừa; tế bào chết;..., Giúp loại bỏ lớp trang điểm, Ngăn ngừa các bệnh về da như: mụn; viêm lỗ chân lông;...",Da hỗn hợp,2 lần/ngày,"Sau khi thức dậy, Trước khi đi ngủ","Các sàn thương mại điện tử, Website của hãng, Các cửa hàng mỹ phẩm","Truyền thông; quảng cáo, Gia đình; người thân",Chiết xuất từ thiên nhiên,Dạng gel,Có,"Táo, Cam, Chanh",Thảo mộc,"Anh đào, Trà xanh",50 ml - 150 ml,Từ 1-2 sản phẩm/1 lần mua,Từ 100.000 vnđ - 200.000 vnđ/150 ml,Thành phần,"Review từ KOL, beauty blogger, người nổi tiếng","Nhật Bản, Hàn Quốc, Pháp",Sàn thương mại điện tử,"Cửa hàng chính hãng, Các cửa hàng mỹ phẩm",Uy tín của cửa hàng,Đánh giá từ những người đã mua,"Hàng giả; hàng nhái, Sản phẩm không có nguồn gốc rõ ràng",6.0,6.0,5.0,5.0,6.0,6.0,5.0,Chưa biết,Sản phẩm chuyên sâu với hiệu quả cao
07/02/2023 19:53:06,Từ 18 - 25 tuổi,TP.HCM,Đã từng,,Nữ,"Cấp ẩm; cân bằng độ pH, Hỗ trợ da hấp thu dưỡng chất cho những bước dưỡng sau, Ngăn ngừa các bệnh về da như: mụn; viêm lỗ chân lông;...",Da khô,1 lần/ngày,"Sau khi về nhà, Trước khi đi ngủ","Các cửa hàng mỹ phẩm, Nhà thuốc","Truyền thông; quảng cáo, Tư vấn từ bác sĩ, Gia đình; người thân",Chiết xuất từ thiên nhiên,Dạng sữa,Có,"Cherry, Đào, Cam","Dưa leo, Nha đam",Hoa hồng,Trên 150 ml - 300 ml,Từ 1-2 sản phẩm/1 lần mua,Từ 100.000 vnđ - 200.000 vnđ/150 ml,Thành phần,Tư vấn từ bác sĩ/chuyên gia về da liễu,Mỹ,Sàn thương mại điện tử,"Nhà thuốc, Các cửa hàng mỹ phẩm","Nguồn thông tin minh bạch (giấy phép kinh doanh, xuất xứ sản phẩm,...)","Nguồn thông tin minh bạch (giấy phép kinh doanh, xuất xứ sản phẩm,...)","Hàng giả; hàng nhái, Tác dụng phụ; gây kích ứng; bong tróc da",6.0,6.0,6.0,6.0,6.0,6.0,6.0,Có,Sản phẩm lành tính với nhiều loại da
07/02/2023 19:59:11,Từ 18 - 25 tuổi,TP.HCM,Đã từng,,Nữ,"Hỗ trợ làm trắng da, Loại bỏ bụi bẩn; dầu thừa; tế bào chết;..., Ngăn ngừa các bệnh về da như: mụn; viêm lỗ chân lông;...",Da hỗn hợp,2 lần/ngày,"Sau khi thức dậy, Trước khi đi ngủ","Các sàn thương mại điện tử, Các cửa hàng mỹ phẩm, Siêu thị; trung tâm thương mại","Truyền thông; quảng cáo, Tự tìm hiểu, Bạn bè",Chiết xuất từ thiên nhiên,Dạng kem,Có,"Dâu, Đào, Chanh","Thảo mộc, Nha đam","Lavender, Hoa hồng, Anh đào",Trên 150 ml - 300 ml,Từ 1-2 sản phẩm/1 lần mua,Từ 100.000 vnđ - 200.000 vnđ/150 ml,Mùi hương,Review từ người quen,Nhật Bản,"Website của hãng, Sàn thương mại điện tử, Các trang mạng xã hội","Cửa hàng chính hãng, Các cửa hàng mỹ phẩm","Nguồn thông tin minh bạch (giấy phép kinh doanh, xuất xứ sản phẩm,...)","Nguồn thông tin minh bạch (giấy phép kinh doanh, xuất xứ sản phẩm,...)","Tác dụng phụ; gây kích ứng; bong tróc da",7.0,6.0,4.0,4.0,4.0,7.0,6.0,Chưa biết,Sản phẩm lành tính với nhiều loại da
07/02/2023 20:00:11,Trên 25 tuổi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
07/02/2023 20:07:28,Từ 18 - 25 tuổi,TP.HCM,Đã từng,,Nữ,"Cấp ẩm; cân bằng độ pH",Da dầu,2 lần/ngày,Sau khi về nhà,Các cửa hàng mỹ phẩm,Tự tìm hiểu,Chiết xuất từ thiên nhiên,Dạng gel,Có,Việt quất,Thảo mộc,Trà xanh,50 ml - 150 ml,Từ 1-2 sản phẩm/1 lần mua,Từ 200.000 vnđ - 500.000 vnđ/ 150 ml,Thành phần,Tư vấn từ bác sĩ/chuyên gia về da liễu,Anh,"Website của hãng, Các trang mạng xã hội",Cửa hàng chính hãng,"Nguồn thông tin minh bạch (giấy phép kinh doanh, xuất xứ sản phẩm,...)",Đánh giá từ những người đã mua,"Tác dụng phụ; gây kích ứng; bong tróc da, Không có hiệu quả hoặc hiệu quả kém",6.0,7.0,6.0,6.0,7.0,7.0,6.0,Chưa biết,Sản phẩm chuyên sâu với hiệu quả cao
07/02/2023 20:11:57,Dưới 18 tuổi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
07/02/2023 20:17:21,Từ 18 - 25 tuổi,TP.HCM,Đã từng,,Nữ,"Hỗ trợ da hấp thu dưỡng chất cho những bước dưỡng sau, Loại bỏ bụi bẩn; dầu thừa; tế bào chết;..., Ngăn ngừa các bệnh về da như: mụn; viêm lỗ chân lông;...",Da dầu,2 lần/ngày,"Sau khi thức dậy, Trước khi đi ngủ","Website của hãng, Cửa hàng của hãng, Các cửa hàng mỹ phẩm",Tự tìm hiểu,Chiết xuất từ thiên nhiên,Dạng bọt,Có,"Cherry, Việt quất, Chanh","Nha đam, Rau má, Cà chua","Lavender, Hoa hồng, Trà xanh",Trên 150 ml - 300 ml,Từ 1-2 sản phẩm/1 lần mua,Từ 100.000 vnđ - 200.000 vnđ/150 ml,Xuất xứ,Tư vấn từ bác sĩ/chuyên gia về da liễu,"Nhật Bản, Hàn Quốc, Việt Nam","Website của hãng, Sàn thương mại điện tử, Các trang mạng xã hội",Cửa hàng chính hãng,"Nguồn thông tin minh bạch (giấy phép kinh doanh, xuất xứ sản phẩm,...)","Nguồn thông tin minh bạch (giấy phép kinh doanh, xuất xứ sản phẩm,...)","Hàng giả; hàng nhái, Sản phẩm không có nguồn gốc rõ ràng",7.0,4.0,4.0,5.0,7.0,7.0,5.0,Có,Sản phẩm chuyên sâu với hiệu quả cao
07/02/2023 20:21:02,Trên 25 tuổi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
07/02/2023 20:27:20,Từ 18 - 25 tuổi,Khác,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
